텔코웨어,00361488,078000,9702706
토니모리,00816544,214420,24054799
티에이치엔,00118965,019180,18000000
TYM,00117230,002900,152353747
티와이홀딩스,01497869,363280,50929268
티웨이항공,00671376,091810,160330279
티웨이홀딩스,00109514,004870,109472167
파미셀,00145163,005690,60016964
팜스코,00260408,036580,36727943
팜젠사이언스,00135050,004720,15830890
팬오션,00122737,028670,534569512
퍼스텍,00148522,010820,48061460
퍼시스,00161709,016800,11500000
페이퍼코리아,00134723,001020,47566810
평화산업,00573579,090080,54902259
평화홀딩스,00155124,010770,14625466
포스코스틸리온,00155258,058430,6000000
포스코인터내셔널,00124504,047050,123375149
포스코케미칼,00155276,003670,77463220
POSCO홀딩스,00155319,005490,84571230
풀무원,00155355,017810,38120542
풍산,00684714,103140,28024278
풍산홀딩스,00155531,005810,10409528
프레스티지바이오파마,01510489,950210,60096155
플레이그램,00103130,009810,105515652
PI첨단소재,00767460,178920,29366322
하나금융지주,00547583,086790,295903476
하나제약,00248974,293480,17772946
하나투어,00269940,039130,16039185
하이브,01652129,352820,41353387
하이스틸,00435312,071090,20191471
하이트진로,00150244,000080,70133611
하이트진로홀딩스,00148993,000140,23206765
한국가스공사,00261285,036460,92313000
한국공항,00156691,005430,3166355
한국내화,00160205,010040,41067062
베트남개발1,00626710,096300,137680211
한국쉘석유,00158149,002960,1300000
한국앤컴퍼니,00160047,000240,94935240
한국자산신탁,00404701,123890,123977752
한전기술,00159209,052690,38220000
한국전자홀딩스,00159254,006200,46803136
한국조선해양,00164830,009540,70773116
한국종합기술,00159500,023350,10950000
한국주강,00159564,025890,11309259
한국철강,00687711,104700,42450000
한국카본,00159795,017960,43960757
한국콜마,00939331,161890,22881180
한국콜마홀딩스,00203290,024720,18576719
한국타이어앤테크놀로지,00937324,161390,123875069
한국토지신탁,00233653,034830,252489230
한국ANKOR유전,00907013,152550,70020000
한국패러랠,00960641,168490,80020000
한국금융지주,00432102,071050,55725992
한국특강,00124090,007280,60589598
한국항공우주,00309503,047810,97475107
한국화장품,00823429,123690,16068000
한국화장품제조,00160621,003350,4532000
한농화성,00160861,011500,15637042
한독,00161046,002390,13763533
한미글로벌,00413523,053690,10957550
한미반도체,00161383,042700,98919754
한미사이언스,00161426,008930,68623684
한미약품,00828497,128940,12317971
한샘,00161693,009240,23533928
한섬,00188089,020000,24630000
한성기업,01627309,003680,6209515
한세실업,00728638,105630,40000000
한세엠케이,00357360,069640,30106502
한세예스24홀딩스,00161976,016450,40000000
